Cliente;Entidad;Destino;Cuenta;Fecha;Artículo;Descripción;Inicio;Cantidad;Nueva;Costo;Anterior2;Cantidad3;Nueva4;Usuario;Cantidad Final;Precio;Mes ;Año
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;01/07/2017;424564980;MECHA EZETA WIDIA BOSCH  5 x 110 MM;1;-1;0; 1.684,46 ; 1.684,46 ;-1.684,46 ; -   ;alm12398;1; 1.953,97 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;07/07/2017;424564980;MECHA EZETA WIDIA BOSCH  5 x 110 MM;2;-2;0; 1.684,46 ; 3.368,92 ;-3.368,92 ; -   ;gqv3200;2; 3.907,95 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;15/07/2017;424564980;MECHA EZETA WIDIA BOSCH  5 x 110 MM;2;-2;0; 1.684,46 ; 3.368,92 ;-3.368,92 ; -   ;gqv3200;2; 3.907,95 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;20/07/2017;424564980;MECHA EZETA WIDIA BOSCH  5 x 110 MM;2;-2;0; 1.684,46 ; 3.368,92 ;-3.368,92 ; -   ;gqv3200;2; 3.907,95 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;26/07/2017;424564980;MECHA EZETA WIDIA BOSCH  5 x 110 MM;1;-1;0; 1.684,46 ; 1.684,46 ;-1.684,46 ; -   ;gqv3200;1; 1.953,97 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;12/07/2017;424560004;MECHA EZETA WIDIA BOSCH  6 x 110 MM;397;-1;396; 112,40 ; 44.622,80 ;-112,40 ; 44.510,40 ;gqv3200;1; 130,38 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;20/07/2017;424560004;MECHA EZETA WIDIA BOSCH  6 x 110 MM;304;-1;303; 112,40 ; 34.169,60 ;-112,40 ; 34.057,20 ;gqv3200;1; 130,38 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;01/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;2498;-4;2494; 53,82 ; 134.442,36 ;-215,28 ; 134.227,08 ;alm12398;4; 249,72 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;12/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;1794;-3;1791; 53,82 ; 96.553,08 ;-161,46 ; 96.391,62 ;gqv3200;3; 187,29 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;15/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;1594;-3;1591; 53,82 ; 85.789,08 ;-161,46 ; 85.627,62 ;gqv3200;3; 187,29 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;20/07/2017;424592810;MECHA EZETA WIDIA LARGA 200 12 MM;1279;-10;1269; 53,82 ; 68.835,78 ;-538,20 ; 68.297,58 ;gqv3200;10; 624,31 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;01/07/2017;424573281;MECHA EZETA MULTIMATERIAL 10 MM;142;-10;132; 15,73 ; 2.233,66 ;-157,30 ; 2.076,36 ;alm12398;10; 182,47 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;01/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;353;-2;351; 95,61 ; 33.750,33 ;-191,22 ; 33.559,11 ;alm12398;2; 221,82 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;12/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;291;-1;290; 95,61 ; 27.822,51 ;-95,61 ; 27.726,90 ;gqv3200;1; 110,91 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;20/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;240;-4;236; 95,61 ; 22.946,40 ;-382,44 ; 22.563,96 ;gqv3200;4; 443,63 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;26/07/2017;424560095;MECHA EZETA WIDIA BOSCH  6 x 160 MM;367;-3;364; 95,61 ; 35.088,87 ;-286,83 ; 34.802,04 ;gqv3200;3; 332,72 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;12/07/2017;424560055;MECHA EZETA WIDIA BOSCH  8 x 110 MM;2220;-1;2219; 8,71 ; 19.336,20 ;-8,71 ; 19.327,49 ;gqv3200;1; 10,10 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002008;13/07/2017;424582029;MECHA EZETA WIDIA BOSCH  8 x 210 MM;214;-1;213; 34,67 ; 7.419,38 ;-34,67 ; 7.384,71 ;gqv3200;1; 40,22 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;15/07/2017;424570567;MECHA EZETA WIDIA BOSCH  8 x 300 MM;4;-4;0; 277,86 ; 1.111,44 ;-1.111,44 ; -   ;gqv3200;4; 1.289,27 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;01/07/2017;424564935;MECHA EZETA WIDIA BOSCH 10 x 110 MM;403;-15;388; 20,07 ; 8.088,21 ;-301,05 ; 7.787,16 ;alm12398;15; 349,22 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;12/07/2017;424564935;MECHA EZETA WIDIA BOSCH 10 x 110 MM;319;-10;309; 20,07 ; 6.402,33 ;-200,70 ; 6.201,63 ;gqv3200;10; 232,81 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;20/07/2017;424564935;MECHA EZETA WIDIA BOSCH 10 x 110 MM;253;-15;238; 20,07 ; 5.077,71 ;-301,05 ; 4.776,66 ;gqv3200;15; 349,22 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;03/07/2017;424561464;LIJA AA GOLD 24K  G.120;4216;-3;4213; 15,91 ; 67.076,56 ;-47,73 ; 67.028,83 ;INTFZ;3; 55,37 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;07/07/2017;424561963;MECHA EZETA WIDIA BOSCH 12 x 160 MM;390;-6;384; 88,12 ; 34.366,80 ;-528,72 ; 33.838,08 ;gqv3200;6; 613,32 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;13/07/2017;424561963;MECHA EZETA WIDIA BOSCH 12 x 160 MM;242;-2;240; 88,12 ; 21.325,04 ;-176,24 ; 21.148,80 ;gqv3200;2; 204,44 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;20/07/2017;424561963;MECHA EZETA WIDIA BOSCH 12 x 160 MM;99;-2;97; 88,12 ; 8.723,88 ;-176,24 ; 8.547,64 ;gqv3200;2; 204,44 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;26/07/2017;424561963;MECHA EZETA WIDIA BOSCH 12 x 160 MM;429;-2;427; 88,12 ; 37.803,48 ;-176,24 ; 37.627,24 ;gqv3200;2; 204,44 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;03/07/2017;424563350;LIJA AA GOLD 24K  G.150;10;-10;0; 2,30 ; 23,00 ;-23,00 ; -   ;INTFZ;10; 26,68 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;03/07/2017;424560199;LIJA AA GOLD 24K  G.180;8575;-10;8565; 1,58 ; 13.548,50 ;-15,80 ; 13.532,70 ;INTFZ;10; 18,33 ;julio;2017
Hermanos Ruiz;10262;Centro de Distribución Durango;50002005;03/07/2017;424560260;CLAVO CAJ PULIDO FRACC  17- 75;15900;-10;15890; 1,85 ; 29.415,00 ;-18,50 ; 29.396,50 ;INTFZ;10; 21,46 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595682;LIJA AA GOLD 24K  G.220;2;-2;0; 122,62 ; 245,24 ;-245,24 ; -   ;INTFZ;2; 284,48 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595681;LIJA AA GOLD 24K  G.240;3;-3;0; 225,51 ; 676,53 ;-676,53 ; -   ;INTFZ;3; 784,77 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595679;LIJA AA GOLD 24K  G.280;3;-3;0; 211,18 ; 633,54 ;-633,54 ; -   ;INTFZ;3; 734,91 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595595;LIJA AA GOLD 24K  G.320;4;-4;0; 54,64 ; 218,56 ;-218,56 ; -   ;INTFZ;4; 253,53 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595596;LIJA AA GOLD 24K  G.360;6;-6;0; 42,29 ; 253,74 ;-253,74 ; -   ;INTFZ;6; 294,34 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595597;LIJA AA GOLD 24K  G.400;6;-6;0; 49,29 ; 295,74 ;-295,74 ; -   ;INTFZ;6; 343,06 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595650;LIJA AA GOLD 24K  G.500;2;-2;0; 69,48 ; 138,96 ;-138,96 ; -   ;INTFZ;2; 161,19 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595645;LIJA AA GOLD 24K  G.600;1;-1;0; 263,69 ; 263,69 ;-263,69 ; -   ;INTFZ;1; 305,88 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595602;LIJA AA GOLD 24K  G.800;1;-1;0; 241,71 ; 241,71 ;-241,71 ; -   ;INTFZ;1; 280,38 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595603;BANDA AA TELA 100x620 O/A MAD G. 36;1;-1;0; 241,71 ; 241,71 ;-241,71 ; -   ;INTFZ;1; 280,38 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595642;BANDA AA TELA 100x620 O/A MAD G. 40;1;-1;0; 263,69 ; 263,69 ;-263,69 ; -   ;INTFZ;1; 305,88 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595641;BANDA AA TELA 100x620 O/A MAD G. 50;1;-1;0; 263,69 ; 263,69 ;-263,69 ; -   ;INTFZ;1; 305,88 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595640;BANDA AA TELA 100x620 O/A MAD G. 60;1;-1;0; 263,69 ; 263,69 ;-263,69 ; -   ;INTFZ;1; 305,88 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595639;BANDA AA TELA 100x620 O/A MAD G. 80;1;-1;0; 571,83 ; 571,83 ;-571,83 ; -   ;INTFZ;1; 663,32 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595638;BANDA AA TELA 100x620 O/A MAD G.100;1;-1;0; 117,20 ; 117,20 ;-117,20 ; -   ;INTFZ;1; 135,95 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595625;BANDA AA TELA 100x620 O/A MAD G.120;4;-4;0; 58,38 ; 233,52 ;-233,52 ; -   ;INTFZ;4; 270,88 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595624;BANDA AA TELA  50x478 O/A MET G. 24;1;-1;0; 201,77 ; 201,77 ;-201,77 ; -   ;INTFZ;1; 234,05 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595620;BANDA AA TELA  50x478 O/A MET G. 36;1;-1;0; 204,74 ; 204,74 ;-204,74 ; -   ;INTFZ;1; 237,50 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595621;BANDA AA TELA  50x478 O/A MET G. 40;1;-1;0; 170,12 ; 170,12 ;-170,12 ; -   ;INTFZ;1; 197,34 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595622;BANDA AA TELA  50x478 O/A MET G. 50;1;-1;0; 170,12 ; 170,12 ;-170,12 ; -   ;INTFZ;1; 197,34 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595623;BANDA AA TELA  50x478 O/A MET G. 60;1;-1;0; 170,12 ; 170,12 ;-170,12 ; -   ;INTFZ;1; 197,34 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424596199;BANDA AA TELA  50x478 O/A MET G. 80;2;-2;0; 1.570,67 ; 3.141,34 ;-3.141,34 ; -   ;INTFZ;2; 3.643,95 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595672;BANDA AA TELA  50x478 O/A MET G.100;2;-2;0; 35,86 ; 71,72 ;-71,72 ; -   ;INTFZ;2; 83,20 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595676;BANDA AA TELA  50x478 O/A MET G.120;15;-15;0; 98,79 ; 1.481,85 ;-1.481,85 ; -   ;INTFZ;15; 1.718,95 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595677;BANDA AA TELA  50x478 O/A MET G.150;6;-6;0; 117,23 ; 703,38 ;-703,38 ; -   ;INTFZ;6; 815,92 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595644;BANDA AA TELA  50x478 O/A MET G.180;1;-1;0; 263,69 ; 263,69 ;-263,69 ; -   ;INTFZ;1; 305,88 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595643;PINZA GHERARDI PICO LORO 230 MM;1;-1;0; 263,69 ; 263,69 ;-263,69 ; -   ;INTFZ;1; 305,88 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595594;PINZA GHERARDI PICO LORO D/CREM 175;3;-3;0; 292,37 ; 877,11 ;-877,11 ; -   ;INTFZ;3; 1.017,45 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595687;PINZA GHERARDI PICO LORO D/CREM 250;4;-4;0; 66,75 ; 267,00 ;-267,00 ; -   ;INTFZ;4; 309,72 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595636;PINZA GHERARDI PICO LORO D/CREM 300;2;-2;0; 108,05 ; 216,10 ;-216,10 ; -   ;INTFZ;2; 250,68 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595637;ACOPLE DUKE COMPRESION PROF 1/2;2;-2;0; 110,93 ; 221,86 ;-221,86 ; -   ;INTFZ;2; 257,36 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595611;ACOPLE DUKE COMPRESION PROF 3/4;6;-6;0; 36,54 ; 219,24 ;-219,24 ; -   ;INTFZ;6; 254,32 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595685;FLEX DUKE EXTENSIBLE 40 x 40-50 MM;4;-4;0; 66,75 ; 267,00 ;-267,00 ; -   ;INTFZ;4; 309,72 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424596137;MACHETE GHERARDI N.14  355 MM;20;-20;0; 3,30 ; 66,00 ;-66,00 ; -   ;INTFZ;20; 76,56 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424596138;MACHETE GHERARDI N.18  457 MM;20;-20;0; 18,50 ; 370,00 ;-370,00 ; -   ;INTFZ;20; 429,20 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595671;FLEX DUKE EXTENSIBLE 50 x 40-50 MM;7;-7;0; 35,86 ; 251,02 ;-251,02 ; -   ;INTFZ;7; 291,18 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595670;FLEX DUKE PLAST CONEX MET 1/2 x 20;6;-6;0; 35,86 ; 215,16 ;-215,16 ; -   ;INTFZ;6; 249,59 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595686;TENAZA GHERARDI AZULEJISTA N.6;2;-2;0; 1.321,76 ; 2.643,52 ;-2.643,52 ; -   ;INTFZ;2; 3.066,48 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595610;GRINFA EL ROBLE ACERO FORJADO N.20;5;-5;0; 550,22 ; 2.751,10 ;-2.751,10 ; -   ;INTFZ;5; 3.191,28 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595601;MARTILLO GHERARDI BOLITA 400 GR;6;-6;0; 2.039,18 ; 12.235,08 ;-12.235,08 ; -   ;INTFZ;6; 14.192,69 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595599;GRINFA EL ROBLE ACERO FORJADO N.14;6;-6;0; 1.909,82 ; 11.458,92 ;-11.458,92 ; -   ;INTFZ;6; 13.292,35 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595626;TENAZA GHERARDI CARP N. 6  152 MM;2;-2;0; 569,80 ; 1.139,60 ;-1.139,60 ; -   ;INTFZ;2; 1.321,94 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595613;GRINFA EL ROBLE ACERO FORJADO N.25;2;-2;0; 2.066,90 ; 4.133,80 ;-4.133,80 ; -   ;INTFZ;2; 4.795,21 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595614;GRINFA EL ROBLE ACERO FORJADO N.28;1;-1;0; 2.224,20 ; 2.224,20 ;-2.224,20 ; -   ;INTFZ;1; 2.580,07 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595635;FLEX DUKE PLAST CONEX MET 1/2 x 30;3;-3;0; 1.700,60 ; 5.101,80 ;-5.101,80 ; -   ;INTFZ;3; 5.918,09 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;17/07/2017;424596137;MACHETE GHERARDI N.14  355 MM;40;-40;0; 3,30 ; 132,00 ;-132,00 ; -   ;INTFZ;40; 153,12 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;17/07/2017;424596138;MACHETE GHERARDI N.18  457 MM;40;-40;0; 18,50 ; 740,00 ;-740,00 ; -   ;INTFZ;40; 858,40 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595633;BANDA AA TELA  64x410 O/A MAD G. 36;2;-2;0; 1.054,46 ; 2.108,92 ;-2.108,92 ; -   ;INTFZ;2; 2.446,35 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595634;BANDA AA TELA  64x410 O/A MAD G. 40;2;-2;0; 1.415,92 ; 2.831,84 ;-2.831,84 ; -   ;INTFZ;2; 3.284,93 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595629;TENAZA GHERARDI CARP N. 8  203 MM;29;-29;0; 948,64 ; 27.510,56 ;-27.510,56 ; -   ;INTFZ;29; 31.912,25 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595585;TIJERA GHERARDI PODAR RTO-RESORTE;15;-15;0; 2.699,84 ; 40.497,60 ;-40.497,60 ; -   ;INTFZ;15; 46.977,22 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595648;BANDA AA TELA  75x508 O/A MAD G. 60;2;-2;0; 682,22 ; 1.364,44 ;-1.364,44 ; -   ;INTFZ;2; 1.582,75 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595627;BANDA AA TELA  75x508 O/A MAD G. 80;18;-18;0; 920,04 ; 16.560,72 ;-16.560,72 ; -   ;INTFZ;18; 19.210,44 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595646;TENAZA GHERARDI CARP N. 9  233 MM;2;-2;0; 1.700,60 ; 3.401,20 ;-3.401,20 ; -   ;INTFZ;2; 3.945,39 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595647;TENAZA GHERARDI CARP N.10  251 MM;2;-2;0; 682,22 ; 1.364,44 ;-1.364,44 ; -   ;INTFZ;2; 1.582,75 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595616;MAZA GHERARDI FORJADA 1.00 KG;2;-2;0; 1.327,26 ; 2.654,52 ;-2.654,52 ; -   ;INTFZ;2; 3.079,24 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595584;TIJERA GHERARDI PODAR 240 MM;10;-10;0; 12.860,98 ; 128.609,80 ;-128.609,80 ; -   ;INTFZ;10; 149.187,37 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595618;MAZA GHERARDI FORJADA 2.00 KG;2;-2;0; 1.705,88 ; 3.411,76 ;-3.411,76 ; -   ;INTFZ;2; 3.957,64 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595628;TENAZA GHERARDI CARP N. 7  178 MM;29;-29;0; 1.054,46 ; 30.579,34 ;-30.579,34 ; -   ;INTFZ;29; 35.472,03 ;julio;2017
Comercios Lara;10262;Centro de Distribución Durango;50002005;10/07/2017;424595617;MAZA GHERARDI FORJADA 1.50 KG;4;-4;0; 1.525,70 ; 6.102,80 ;-6.102,80 ; -   ;INTFZ;4; 7.079,25 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;21/07/2017;450821306;FLEX DUKE PLAST CONEX MET 1/2 x 40;3;-1;2; 207,00 ; 621,00 ;-207,00 ; 414,00 ;INTFZ;1; 240,12 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;01/07/2017;450814752;FLEX DUKE PLAST CONEX MET 1/2 x 50;9;-1;8; 57,16 ; 514,44 ;-57,16 ; 457,28 ;INTFZ;1; 66,31 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;01/07/2017;450801565;CORTAFRIO GHERARDI HEXAG 18-21 200;2;-1;1; 164,69 ; 329,38 ;-164,69 ; 164,69 ;INTFZ;1; 191,04 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;01/07/2017;450803564;MALLA ACINDAR 50x 50x2.6MM 1.0x24MT;18;-4;14; 33,59 ; 604,62 ;-134,36 ; 470,26 ;INTFZ;4; 155,86 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;08/07/2017;450804356;SELLADOR S-28 SILIC BLANCO  50 GR;28;-12;16; 7,04 ; 197,12 ;-84,48 ; 112,64 ;INTFZ;12; 98,00 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;21/07/2017;450802475;DISCO AA GOLD    6 PERF 154  G.220;42;-2;40; 3,87 ; 162,54 ;-7,74 ; 154,80 ;INTFZ;2; 8,98 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;07/07/2017;450801684;LIJA AA FENOB G.120   120 x 45000;8;-1;7; 45,54 ; 364,32 ;-45,54 ; 318,78 ;INTFZ;1; 52,83 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450802228;CALENTADOR P/GAS GRANDE ENLOZADO;27;-1;26; 37,16 ; 1.003,32 ;-37,16 ; 966,16 ;INTFZ;1; 43,11 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;19/07/2017;450802228;CALENTADOR P/GAS GRANDE ENLOZADO;23;-1;22; 37,16 ; 854,68 ;-37,16 ; 817,52 ;INTFZ;1; 43,11 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;20/07/2017;450814999;CLAVO C/CHATA  8-30;9;-1;8; 31,55 ; 283,95 ;-31,55 ; 252,40 ;INTFZ;1; 36,60 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;14/07/2017;450800906;TOR P/MECHA C/FIJAD-PHIL  6 x 1;4;-1;3; 100,29 ; 401,16 ;-100,29 ; 300,87 ;INTFZ;1; 116,34 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002005;19/07/2017;424599966;CABLE ACERO  4.0 MM 6 x 19+1;53;-1;52; 245,30 ; 13.000,90 ;-245,30 ; 12.755,60 ;INTFZ;1; 284,55 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;01/07/2017;450802594;MECHA EZETA COLA CONICA 25.50 MM;8;-1;7; 399,24 ; 3.193,92 ;-399,24 ; 2.794,68 ;INTFZ;1; 463,12 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;13/07/2017;450800822;MALLA ACINDAR 50x 50x2.6MM 1.2x24MT;65;-23;42; 2,23 ; 144,95 ;-51,29 ; 93,66 ;INTFZ;23; 59,50 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;20/07/2017;450814066;ADAP POZIDRIVE P/AUTOPERF 3 x 25 MM;14;-2;12; 20,07 ; 280,98 ;-40,14 ; 240,84 ;INTFZ;2; 46,56 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;21/07/2017;450814066;ADAP POZIDRIVE P/AUTOPERF 3 x 25 MM;12;-2;10; 20,07 ; 240,84 ;-40,14 ; 200,70 ;INTFZ;2; 46,56 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;01/07/2017;450802593;MECHA EZETA COLA CONICA 26.75 MM;5;-1;4; 155,51 ; 777,55 ;-155,51 ; 622,04 ;INTFZ;1; 180,39 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;05/07/2017;450812955;MECHA EZETA COLA CONICA 27.00 MM;31;-2;29; 35,73 ; 1.107,63 ;-71,46 ; 1.036,17 ;INTFZ;2; 82,89 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;12/07/2017;450818406;ABRAZ A/INOXIDABLE 5510 14 - 22 MM;86;-5;81; 21,35 ; 1.836,10 ;-106,75 ; 1.729,35 ;INTFZ;5; 123,83 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;01/07/2017;450800654;MECHA EZETA COLA CONICA 30.25 MM;36;-1;35; 82,88 ; 2.983,68 ;-82,88 ; 2.900,80 ;INTFZ;1; 96,14 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;21/07/2017;450814124;ABRAZ AMERICANA 3005    45 -  60 MM;19;-1;18; 75,88 ; 1.441,72 ;-75,88 ; 1.365,84 ;INTFZ;1; 88,02 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;18/07/2017;450811811;MECHA EZETA COLA CONICA 31.25 MM;10;-2;8; 314,64 ; 3.146,40 ;-629,28 ; 2.517,12 ;INTFZ;2; 729,96 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/07/2017;450814069;ABRAZ AMERICANA 3012   130 - 145 MM;12;-2;10; 535,61 ; 6.427,32 ;-1.071,22 ; 5.356,10 ;INTFZ;2; 1.242,62 ;julio;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/07/2017;450811257;TENDEDERO ABANICO VERTICAL;241;-2;239; 4,66 ; 1.123,06 ;-9,32 ; 1.113,74 ;INTFZ;2; 10,81 ;julio;2017
