Cliente;Entidad;Destino;Cuenta;Fecha;Artículo;Descripción;Inicio;Cantidad;Nueva;Costo;Anterior2;Cantidad3;Nueva4;Usuario;Cantidad Final;Precio;Mes ;Año
Tienda Orizaba;10262;Centro de Distribución Durango;50002006;20/09/2017;450600365;TELA MOSQ ALUM UNIV 0.82 x 30.0 MT;17;-1;16; 749,86 ; 12.747,62 ;-749,86 ; 11.997,76 ;INTFZ;1; 869,84 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;04/09/2017;450803783;MECHA EZETA COLA CONICA 37.25 MM;231;-1;230; 5,11 ; 1.180,41 ;-5,11 ; 1.175,30 ;INTFZ;1; 5,93 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;26/09/2017;450811787;MECHA EZETA COLA CONICA 36.50 MM;22;-1;21; 36,13 ; 794,86 ;-36,13 ; 758,73 ;INTFZ;1; 41,91 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/09/2017;424573145;MECHA EZETA COLA CONICA 35.00 MM;104;-1;103; 62,10 ; 6.458,40 ;-62,10 ; 6.396,30 ;INTFZ;1; 72,04 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;26/09/2017;450812411;MECHA EZETA COLA CONICA 38.50 MM;20;-1;19; 1.219,78 ; 24.395,60 ;-1.219,78 ; 23.175,82 ;INTFZ;1; 1.414,94 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;15/09/2017;450813224;MECHA EZETA COLA CONICA 37.50 MM;75;-2;73; 10,29 ; 771,75 ;-20,58 ; 751,17 ;INTFZ;2; 23,87 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;17/09/2017;424573144;RIEL DOBLE BLANCO 1.00 MT;135;-1;134; 62,10 ; 8.383,50 ;-62,10 ; 8.321,40 ;INTFZ;1; 72,04 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;26/09/2017;424573144;RIEL DOBLE BLANCO 1.00 MT;119;-2;117; 62,10 ; 7.389,90 ;-124,20 ; 7.265,70 ;INTFZ;2; 144,07 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;26/09/2017;450813647;MECHA EZETA COLA CONICA 39.50 MM;56;-2;54; 28,10 ; 1.573,60 ;-56,20 ; 1.517,40 ;INTFZ;2; 65,19 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;26/09/2017;450813071;MECHA EZETA COLA CONICA 39.75 MM;185;-2;183; 29,70 ; 5.494,50 ;-59,40 ; 5.435,10 ;INTFZ;2; 68,90 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;25/09/2017;450805639;MECHA EZETA COLA CONICA 41.25 MM;93;-2;91; 69,44 ; 6.457,92 ;-138,88 ; 6.319,04 ;INTFZ;2; 161,10 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;26/09/2017;450813665;MECHA EZETA COLA CONICA 40.75 MM;127;-1;126; 15,26 ; 1.938,02 ;-15,26 ; 1.922,76 ;INTFZ;1; 17,70 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;18/09/2017;450813635;MECHA EZETA COLA CONICA 41.00 MM;230;-1;229; 35,19 ; 8.093,70 ;-35,19 ; 8.058,51 ;INTFZ;1; 40,82 ;septiembre;2017
Tienda Orizaba;10262;Centro de Distribución Durango;50002008;27/09/2017;450813635;MECHA EZETA COLA CONICA 41.00 MM;190;-1;189; 35,19 ; 6.686,10 ;-35,19 ; 6.650,91 ;INTFZ;1; 40,82 ;septiembre;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;04/10/2017;450905532;CADENA P/PERRO N.11 LARGO 1.40 MT;2890;-3;2887; 1,87 ; 5.404,30 ;-5,61 ; 5.398,69 ;INTFZ;3; 6,51 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;06/10/2017;450821758;GRAMPA P/CORREA N.15;96;-2;94; 64,17 ; 6.160,32 ;-128,34 ; 6.031,98 ;INTFZ;2; 148,87 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;23/10/2017;450821758;GRAMPA P/CORREA N.15;65;-1;64; 64,17 ; 4.171,05 ;-64,17 ; 4.106,88 ;INTFZ;1; 74,44 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;12/10/2017;424582109;TELA M/SOMBRA  50 MT NEGR-VERDE 80%;8;-1;7; 488,00 ; 3.904,00 ;-488,00 ; 3.416,00 ;INTFZ;1; 566,08 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002009;27/10/2017;424580004;HILO ALGODON CRUDO 10 x  40 GR;109;-2;107; 13,99 ; 1.524,91 ;-27,98 ; 1.496,93 ;INTFZ;2; 32,46 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;04/10/2017;424583418;GANCHO P/CAÃ‘O ESTRUCT 40 x 100;159;-5;154; 36,74 ; 5.841,66 ;-183,70 ; 5.657,96 ;INTFZ;5; 213,09 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;12/10/2017;424583418;GANCHO P/CAÃ‘O ESTRUCT 40 x 100;142;-5;137; 36,74 ; 5.217,08 ;-183,70 ; 5.033,38 ;INTFZ;5; 213,09 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;23/10/2017;424583418;GANCHO P/CAÃ‘O ESTRUCT 40 x 100;77;-5;72; 36,74 ; 2.828,98 ;-183,70 ; 2.645,28 ;INTFZ;5; 213,09 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;10219;06/10/2017;424582271;CADENA P/PERRO N.17 LARGO 1.70 MT;2000;-250;1750; 3,08 ; 6.160,00 ;-770,00 ; 5.390,00 ;INTFZ;250; 893,20 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;10219;06/10/2017;424582271;CADENA P/PERRO N.17 LARGO 1.70 MT;1750;100;1850; 3,08 ; 5.390,00 ; 308,00 ; 5.698,00 ;INTFZ;-100; 357,28 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002003;06/10/2017;424582558;GANCHO P/CAÃ‘O ESTRUCT 30 x 120;10;-1;9; 88,91 ; 889,10 ;-88,91 ; 800,19 ;INTFZ;1; 103,14 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;04/10/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;166;-7;159; 74,52 ; 12.370,32 ;-521,64 ; 11.848,68 ;INTFZ;7; 605,10 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;12/10/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;209;-5;204; 74,52 ; 15.574,68 ;-372,60 ; 15.202,08 ;INTFZ;5; 432,22 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;23/10/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;162;-5;157; 74,52 ; 12.072,24 ;-372,60 ; 11.699,64 ;INTFZ;5; 432,22 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002003;06/10/2017;424582556;CABO P/PALA 0.70 MT EMPUNAD PLAST;19;-1;18; 218,58 ; 4.153,02 ;-218,58 ; 3.934,44 ;INTFZ;1; 253,55 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002003;12/10/2017;424582556;CABO P/PALA 0.70 MT EMPUNAD PLAST;11;-1;10; 218,58 ; 2.404,38 ;-218,58 ; 2.185,80 ;INTFZ;1; 253,55 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;12/10/2017;424582140;GANCHO P/CAÃ‘O ESTRUCT 40 x 150;200;-2;198; 5,12 ; 1.024,00 ;-10,24 ; 1.013,76 ;INTFZ;2; 11,88 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;12/10/2017;424582146;HILO DE POLIP P/ARROLLADORA;327;-2;325; 5,28 ; 1.726,56 ;-10,56 ; 1.716,00 ;INTFZ;2; 12,25 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;50002001;23/10/2017;424582146;HILO DE POLIP P/ARROLLADORA;202;-6;196; 5,28 ; 1.066,56 ;-31,68 ; 1.034,88 ;INTFZ;6; 36,75 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;10219;04/10/2017;424580251;MENSULA DOBLE NEGRA  470 MM;473;-10;463; 12,03 ; 5.690,19 ;-120,30 ; 5.569,89 ;INTFZ;10; 139,55 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;10219;06/10/2017;424580251;MENSULA DOBLE NEGRA  470 MM;598;-15;583; 12,03 ; 7.193,94 ;-180,45 ; 7.013,49 ;INTFZ;15; 209,32 ;octubre;2017
Casa Díaz;10219;Ferreteria del Norte;10219;12/10/2017;424580251;MENSULA DOBLE NEGRA  470 MM;833;-15;818; 12,03 ; 10.020,99 ;-180,45 ; 9.840,54 ;INTFZ;15; 209,32 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;24/10/2017;450925788;GRAMPA PRENSA CABLE GALV   1/4;3;-3;0; 139,73 ; 419,19 ;-419,19 ; -   ;INTFZ;3; 486,26 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;24/10/2017;450925787;GRAMPA P/CORREA N.20;5;-5;0; 135,00 ; 675,00 ;-675,00 ; -   ;INTFZ;5; 783,00 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303102;BROCHE A PALANCA HO CINCADO;3;-3;0; 209,94 ; 629,82 ;-629,82 ; -   ;fre3919;3; 730,59 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303096;MECHA NEIKE WIDIA CORTA  3 MM;2;-2;0; 206,02 ; 412,04 ;-412,04 ; -   ;fre3919;2; 477,97 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303097;MECHA NEIKE WIDIA CORTA  5 MM;1;-1;0; 160,26 ; 160,26 ;-160,26 ; -   ;fre3919;1; 185,90 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303223;MECHA EZETA COLA CONICA 51.00 MM;3;-3;0; 212,74 ; 638,22 ;-638,22 ; -   ;fre3919;3; 740,34 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;19/10/2017;500001053;MECHA NEIKE WIDIA CORTA  6 MM;24;-24;0; 5,51 ; 132,24 ;-132,24 ; -   ;INTFZ;24; 153,40 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303094;MECHA EZETA COLA CONICA 55.00 MM;3;-3;0; 193,37 ; 580,11 ;-580,11 ; -   ;fre3919;3; 672,93 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303212;MECHA EZETA CILIND TITANIO  3.25 MM;3;-3;0; 218,78 ; 656,34 ;-656,34 ; -   ;fre3919;3; 761,35 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303095;MECHA EZETA COLA CONICA 57.00 MM;3;-3;0; 206,02 ; 618,06 ;-618,06 ; -   ;fre3919;3; 716,95 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;04/10/2017;424592237;MECHA EZETA CILIND TITANIO  5.00 MM;7;-1;6; 3.680,57 ; 25.763,99 ;-3.680,57 ; 22.083,42 ;INTFZ;1; 4.269,46 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450303224;MECHA EZETA COLA CONICA 58.00 MM;3;-3;0; 209,94 ; 629,82 ;-629,82 ; -   ;fre3919;3; 730,59 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424593611;REGATON REGULABLE 3/8  BASE CHICA;15;-5;10; 1.228,51 ; 18.427,65 ;-6.142,55 ; 12.285,10 ;fre3919;5; 7.125,36 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;19/10/2017;500000642;MACHO URANGA A/ALEADO M 10 x 1.25;24;-24;0; 7,14 ; 171,36 ;-171,36 ; -   ;INTFZ;24; 198,78 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;19/10/2017;500000643;MACHO URANGA A/ALEADO M 12 x 1.00;24;-24;0; 7,14 ; 171,36 ;-171,36 ; -   ;INTFZ;24; 198,78 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002008;03/10/2017;450805436;MECHA NEIKE WIDIA CORTA 12 MM;4;-1;3; 870,95 ; 3.483,80 ;-870,95 ; 2.612,85 ;INTFZ;1; 1.010,30 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;12/10/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;360;-48;312; 1,66 ; 597,60 ;-79,68 ; 517,92 ;INTFZ;48; 92,43 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;23/10/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;192;-48;144; 1,66 ; 318,72 ;-79,68 ; 239,04 ;INTFZ;48; 92,43 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;25/10/2017;424588529;TENDEDERO EXTENS 9 V  45 CM;576;-24;552; 1,66 ; 956,16 ;-39,84 ; 916,32 ;fre3919;24; 46,21 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;06/10/2017;450821758;GRAMPA P/CORREA N.15;3;-3;0; 64,17 ; 192,51 ;-192,51 ; -   ;ICL7115;3; 223,31 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;17/10/2017;450821758;GRAMPA P/CORREA N.15;2;-2;0; 64,17 ; 128,34 ;-128,34 ; -   ;ICL7115;2; 148,87 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;17/10/2017;422501878;CADENA P/PERRO N.18 LARGO 1.40 MT;1;-1;0; 215,28 ; 215,28 ;-215,28 ; -   ;ICL7115;1; 249,72 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424501095;MECHA MAX PLANA P/MAD   11/16;1;-1;0; 5,51 ; 5,51 ;-5,51 ; -   ;fre3919;1; 6,39 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;10219;19/10/2017;500000961;MECHA MAX PLANA P/MAD    5/8;24;-24;0; 5,51 ; 132,24 ;-132,24 ; -   ;INTFZ;24; 153,40 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424574235;MECHA EZETA CILIND TITANIO  9.50 MM;5;-1;4; 294,87 ; 1.474,35 ;-294,87 ; 1.179,48 ;fre3919;1; 342,05 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/10/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;3800;-400;3400; 1,97 ; 7.486,00 ;-788,00 ; 6.698,00 ;agg3513;400; 914,08 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424595752;PICO GHERARDI PTA-PALA  75 MM;6000;-500;5500; 1,97 ; 11.820,00 ;-985,00 ; 10.835,00 ;fre3919;500; 1.142,60 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424501096;MECHA MAX PLANA P/MAD   13/16;1;-1;0; 20,06 ; 20,06 ;-20,06 ; -   ;fre3919;1; 23,27 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424560465;CADENA P/PERRO N.12 LARGO 1.70 MT;63;-5;58; 9,62 ; 606,06 ;-48,10 ; 557,96 ;agg3513;5; 55,80 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424560209;MECHA EZETA WIDIA CORTA 20 MM;75;-3;72; 13,33 ; 999,75 ;-39,99 ; 959,76 ;agg3513;3; 46,39 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424590530;MECHA EZETA WIDIA LARGA 400 22 MM;10;-1;9; 3.130,55 ; 31.305,50 ;-3.130,55 ; 28.174,95 ;fre3919;1; 3.631,44 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002003;17/10/2017;424586192;CADENA P/PERRO N. 9 LARGO 2.20 MT;2;-2;0; 147,77 ; 295,54 ;-295,54 ; -   ;ICL7115;2; 342,83 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/10/2017;424573107;MECHA EZETA WIDIA LARGA 400 10 MM;92;-5;87; 105,49 ; 9.705,08 ;-527,45 ; 9.177,63 ;agg3513;5; 611,84 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424573107;MECHA EZETA WIDIA LARGA 400 10 MM;183;-5;178; 105,49 ; 19.304,67 ;-527,45 ; 18.777,22 ;agg3513;5; 611,84 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424560208;MECHA EZETA DOBLE PUNTA 3.75 MM;345;-3;342; 9,94 ; 3.429,30 ;-29,82 ; 3.399,48 ;agg3513;3; 34,59 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002006;09/10/2017;422001482;CADENA P/PERRO N. 8 LARGO 2.20 MT;31;-3;28; 45,54 ; 1.411,74 ;-136,62 ; 1.275,12 ;agg3513;3; 158,48 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002006;20/10/2017;422001482;CADENA P/PERRO N. 8 LARGO 2.20 MT;47;-2;45; 45,54 ; 2.140,38 ;-91,08 ; 2.049,30 ;agg3513;2; 105,65 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;25/10/2017;450901051;BALDE PLAST PICO VERT 10 LT ROJO;1;-1;0; 2.053,44 ; 2.053,44 ;-2.053,44 ; -   ;fre3919;1; 2.381,99 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;09/10/2017;424573105;MECHA NEIKE WIDIA LARGA 400 12 MM;42;-1;41; 82,80 ; 3.477,60 ;-82,80 ; 3.394,80 ;agg3513;1; 96,05 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;20/10/2017;424573105;MECHA NEIKE WIDIA LARGA 400 12 MM;41;-1;40; 82,80 ; 3.394,80 ;-82,80 ; 3.312,00 ;agg3513;1; 96,05 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424501094;TELA M/SOMBRA 100 MT NEGR-VERDE 80%;1;-1;0; 6,73 ; 6,73 ;-6,73 ; -   ;fre3919;1; 7,81 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/10/2017;424570095;HILO CHORICERO 10 x 100 GR;28;-2;26; 621,00 ; 17.388,00 ;-1.242,00 ; 16.146,00 ;agg3513;2; 1.440,72 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424570095;HILO CHORICERO 10 x 100 GR;45;-1;44; 621,00 ; 27.945,00 ;-621,00 ; 27.324,00 ;agg3513;1; 720,36 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002003;25/10/2017;424582640;ARCO SIERRA CARNICERO C/HOJA 800 MM;1;-1;0; 12,32 ; 12,32 ;-12,32 ; -   ;fre3919;1; 14,29 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424560248;ARCO SIERRA CARNICERO RTO-HOJA 620;30;-30;0; 8,97 ; 269,10 ;-269,10 ; -   ;fre3919;30; 312,16 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;27/10/2017;424582124;BALDE PLAST PICO VERT 10 LT BLANCO;3;-3;0; 15,32 ; 45,96 ;-45,96 ; -   ;icl7115;3; 53,31 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424592740;CADENA P/PERRO N.13 LARGO 1.70 MT;223;-1;222; 51,75 ; 11.540,25 ;-51,75 ; 11.488,50 ;agg3513;1; 60,03 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424561015;CADENA P/PERRO N.15 LARGO 2.20 MT;10;-5;5; 24,41 ; 244,10 ;-122,05 ; 122,05 ;agg3513;5; 141,58 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;17/10/2017;424582123;GANCHO P/CAÃ‘O ESTRUCT 25 x  80;2;-2;0; 15,32 ; 30,64 ;-30,64 ; -   ;ICL7115;2; 35,54 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;27/10/2017;424582123;GANCHO P/CAÃ‘O ESTRUCT 25 x  80;2;-2;0; 15,32 ; 30,64 ;-30,64 ; -   ;icl7115;2; 35,54 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/10/2017;424572201;MECHA EZETA DOBLE PUNTA 6.10 MM;26;-1;25; 884,57 ; 22.998,82 ;-884,57 ; 22.114,25 ;agg3513;1; 1.026,10 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424572201;MECHA EZETA DOBLE PUNTA 6.10 MM;15;-1;14; 884,57 ; 13.268,55 ;-884,57 ; 12.383,98 ;agg3513;1; 1.026,10 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;25/10/2017;424572731;MECHA NEIKE WIDIA LARGA 400 14 MM;100;-100;0; 0,49 ; 49,00 ;-49,00 ; -   ;fre3919;100; 56,84 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;09/10/2017;424572202;MECHA EZETA DE CENTRAR 2.00 MM;27;-1;26; 639,60 ; 17.269,20 ;-639,60 ; 16.629,60 ;agg3513;1; 741,94 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424572202;MECHA EZETA DE CENTRAR 2.00 MM;23;-1;22; 639,60 ; 14.710,80 ;-639,60 ; 14.071,20 ;agg3513;1; 741,94 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002003;25/10/2017;424582659;GANCHO P/CAÃ‘O ESTRUCT 30 x  90;1;-1;0; 76,29 ; 76,29 ;-76,29 ; -   ;fre3919;1; 88,50 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002006;25/10/2017;424587996;MECHA EZETA DE CENTRAR 1.25 MM;1;-1;0; 137,30 ; 137,30 ;-137,30 ; -   ;fre3919;1; 159,27 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424580082;MECHA EZETA DE CENTRAR 3.15 MM;38;-3;35; 116,28 ; 4.418,64 ;-348,84 ; 4.069,80 ;agg3513;3; 404,65 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/10/2017;424570573;CADENA ENGANCHE N. 6 HO BRONCEADO;120;-1;119; 39,75 ; 4.770,00 ;-39,75 ; 4.730,25 ;agg3513;1; 46,11 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;17/10/2017;424582147;MECHA EZETA DE CENTRAR 2.50 MM;1;-1;0; 13,30 ; 13,30 ;-13,30 ; -   ;ICL7115;1; 15,43 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;20/10/2017;424582147;MECHA EZETA DE CENTRAR 2.50 MM;1;-1;0; 13,30 ; 13,30 ;-13,30 ; -   ;agg3513;1; 15,43 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;17/10/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;7;-7;0; 74,52 ; 521,64 ;-521,64 ; -   ;ICL7115;7; 605,10 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;27/10/2017;424583416;GANCHO P/CAÃ‘O ESTRUCT 35 x  90;7;-7;0; 74,52 ; 521,64 ;-521,64 ; -   ;icl7115;7; 605,10 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;20/10/2017;424582155;CADENA ENGANCHE N.13 ESCALERA;1;-1;0; 10,35 ; 10,35 ;-10,35 ; -   ;agg3513;1; 12,01 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;25/10/2017;424582155;CADENA ENGANCHE N.13 ESCALERA;1;-1;0; 10,35 ; 10,35 ;-10,35 ; -   ;fre3919;1; 12,01 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;09/10/2017;424572809;CORTINA P/BAÃ‘O COMPLETA BEIGE;10;-10;0; 32,23 ; 322,30 ;-322,30 ; -   ;agg3513;10; 373,87 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;20/10/2017;424572809;CORTINA P/BAÃ‘O COMPLETA BEIGE;15;-15;0; 32,23 ; 483,45 ;-483,45 ; -   ;agg3513;15; 560,80 ;octubre;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;25/10/2017;424572809;CORTINA P/BAÃ‘O COMPLETA BEIGE;5;-5;0; 32,23 ; 161,15 ;-161,15 ; -   ;fre3919;5; 186,93 ;octubre;2017
